[2024-01-27 05:24:54] ---->itr: 0::::: found: 0::::::::8.000000 - 8.000000 - 8.000000 - 
[2024-01-27 05:25:05] ---->itr: 506::::: found: 125::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:05] ---->itr: 507::::: found: 126::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:05] ---->itr: 508::::: found: 127::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:05] ---->itr: 509::::: found: 128::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:05] ---->itr: 510::::: found: 129::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:05] ---->itr: 511::::: found: 130::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:05] ---->itr: 512::::: found: 131::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:05] ---->itr: 513::::: found: 132::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:05] ---->itr: 514::::: found: 133::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:05] ---->itr: 515::::: found: 134::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:05] ---->itr: 516::::: found: 135::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:05] ---->itr: 517::::: found: 136::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:05] ---->itr: 518::::: found: 137::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:05] ---->itr: 519::::: found: 138::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:05] ---->itr: 520::::: found: 139::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:05] ---->itr: 521::::: found: 140::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:05] ---->itr: 522::::: found: 141::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:05] ---->itr: 523::::: found: 142::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:05] ---->itr: 524::::: found: 143::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:05] ---->itr: 525::::: found: 144::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:05] ---->itr: 526::::: found: 145::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:05] ---->itr: 527::::: found: 146::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:05] ---->itr: 528::::: found: 147::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:05] ---->itr: 529::::: found: 148::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:05] ---->itr: 530::::: found: 149::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:05] ---->itr: 531::::: found: 150::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:05] ---->itr: 532::::: found: 151::::::::0.500000 - 0.500000 - 0.500000 - 
[2024-01-27 05:25:08] SMT-CALLS:76
[2024-01-27 05:25:08] GRIDS:151
